Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
80.86	28.26	-9.58	87.32	0.31	7.44	0.00	-49.58	86.90	-40.13	130.52	47.62	7.44	0.00	-30.56	-46.15	-41.11	46.23	-64.60	6.60	0.00	42.75	23.20	-49.40	92.00	17.16	8.21	0.00	58.14	26.45	-60.33	120.35	4.43	10.65	0.00	73.04	27.72	-70.07	74.48	25.17	0.14	0.00	79.59	27.01	-84.72	-88.54	-3.59	3.26	0.00	84.11	27.96	-94.62	81.18	0.35	0.70	0.00	97.17	29.46	-59.62	102.88	10.01	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.26	-9.58	87.32	0.31	6.58	0.00	-49.59	86.91	-40.13	130.52	47.62	7.72	0.00	-30.55	-46.15	-41.11	46.24	-64.60	6.09	0.00	42.78	23.12	-49.35	92.00	17.22	9.19	0.00	58.13	26.40	-60.34	120.36	4.49	11.38	0.00	73.00	27.72	-70.14	74.53	25.13	1.24	0.00	79.57	26.96	-84.73	-88.54	-3.56	2.36	0.00	84.14	27.97	-94.61	81.19	0.34	0.25	0.00	97.24	29.48	-59.68	102.92	10.02	5.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.25	-9.58	87.32	0.31	8.07	0.00	-49.61	86.92	-40.13	130.51	47.63	6.92	0.00	-30.54	-46.15	-41.11	46.24	-64.60	5.23	0.00	42.88	23.02	-49.31	92.02	17.26	8.52	0.00	58.15	26.34	-60.35	120.41	4.52	10.77	0.00	72.87	27.69	-70.23	74.59	25.10	0.74	0.00	79.62	26.90	-84.71	-88.53	-3.56	3.25	0.00	84.19	27.99	-94.59	81.20	0.32	1.11	0.00	97.28	29.49	-59.70	102.94	9.99	4.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.25	-9.58	87.32	0.31	6.51	0.00	-49.62	86.93	-40.13	130.51	47.63	6.34	0.00	-30.54	-46.15	-41.11	46.25	-64.60	5.66	0.00	42.89	22.97	-49.32	92.06	17.34	8.98	0.00	58.16	26.33	-60.38	120.49	4.58	10.97	0.00	72.72	27.64	-70.28	74.66	25.04	0.70	0.00	79.67	26.88	-84.72	-88.51	-3.58	3.82	0.00	84.20	28.02	-94.62	81.23	0.32	0.30	0.00	97.26	29.47	-59.66	102.94	9.95	4.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.24	-9.58	87.32	0.31	7.59	0.00	-49.62	86.93	-40.14	130.51	47.64	5.97	0.00	-30.53	-46.15	-41.10	46.26	-64.61	5.77	0.00	42.81	22.98	-49.38	92.11	17.46	8.73	0.00	58.14	26.39	-60.47	120.56	4.68	11.30	0.00	72.67	27.62	-70.28	74.76	24.94	0.66	0.00	79.64	26.92	-84.78	-88.49	-3.58	2.90	0.00	84.15	28.03	-94.68	81.26	0.32	0.05	0.00	97.20	29.44	-59.59	102.91	9.91	4.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.24	-9.58	87.32	0.31	7.58	0.00	-49.63	86.94	-40.14	130.50	47.64	8.12	0.00	-30.53	-46.16	-41.10	46.27	-64.61	6.43	0.00	42.74	22.99	-49.42	92.15	17.58	7.81	0.00	58.11	26.47	-60.62	120.62	4.80	10.21	0.00	72.72	27.64	-70.28	74.86	24.82	0.67	0.00	79.53	26.94	-84.82	-88.47	-3.55	2.11	0.00	84.12	28.01	-94.71	81.27	0.32	0.25	0.00	97.19	29.40	-59.55	102.85	9.90	3.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.24	-9.58	87.32	0.31	7.60	0.00	-49.64	86.94	-40.14	130.50	47.65	6.80	0.00	-30.52	-46.16	-41.10	46.28	-64.61	5.58	0.00	42.79	22.96	-49.40	92.19	17.67	8.85	0.00	58.11	26.49	-60.70	120.65	4.89	11.09	0.00	72.76	27.70	-70.30	74.94	24.72	0.84	0.00	79.46	26.92	-84.81	-88.48	-3.54	3.15	0.00	84.16	27.97	-94.68	81.26	0.29	0.92	0.00	97.22	29.39	-59.56	102.78	9.89	5.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.23	-9.58	87.32	0.30	6.99	0.00	-49.64	86.95	-40.14	130.50	47.65	8.11	0.00	-30.52	-46.16	-41.10	46.28	-64.61	6.53	0.00	42.89	22.90	-49.37	92.23	17.74	9.04	0.00	58.11	26.45	-60.65	120.68	4.95	9.76	0.00	72.73	27.74	-70.34	74.98	24.64	0.29	0.00	79.50	26.87	-84.77	-88.49	-3.54	3.05	0.00	84.22	27.95	-94.63	81.22	0.27	0.17	0.00	97.26	29.40	-59.60	102.71	9.88	5.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.23	-9.58	87.33	0.30	8.48	0.00	-49.64	86.95	-40.14	130.49	47.65	7.12	0.00	-30.52	-46.16	-41.10	46.29	-64.61	5.43	0.00	42.91	22.86	-49.36	92.29	17.84	9.31	0.00	58.12	26.40	-60.53	120.73	4.99	10.67	0.00	72.66	27.75	-70.35	75.05	24.54	1.12	0.00	79.60	26.87	-84.75	-88.49	-3.54	2.75	0.00	84.21	27.96	-94.63	81.19	0.29	0.13	0.00	97.26	29.40	-59.64	102.66	9.87	4.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.23	-9.58	87.33	0.30	7.36	0.00	-49.64	86.95	-40.14	130.49	47.65	7.15	0.00	-30.51	-46.16	-41.10	46.30	-64.61	6.72	0.00	42.85	22.84	-49.39	92.37	17.98	8.42	0.00	58.14	26.43	-60.49	120.83	5.01	10.55	0.00	72.63	27.73	-70.33	75.18	24.41	0.13	0.00	79.66	26.92	-84.78	-88.46	-3.53	3.60	0.00	84.11	27.98	-94.69	81.17	0.33	0.26	0.00	97.23	29.39	-59.65	102.61	9.87	4.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.23	-9.58	87.33	0.30	7.31	0.00	-49.64	86.95	-40.14	130.49	47.65	7.61	0.00	-30.51	-46.16	-41.10	46.31	-64.61	6.34	0.00	42.81	22.84	-49.42	92.48	18.12	7.96	0.00	58.17	26.52	-60.63	121.00	5.02	9.94	0.00	72.66	27.73	-70.30	75.38	24.26	0.25	0.00	79.63	26.97	-84.82	-88.44	-3.51	3.70	0.00	84.04	27.97	-94.72	81.15	0.35	0.46	0.00	97.21	29.36	-59.62	102.56	9.89	4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.24	-9.58	87.33	0.30	7.10	0.00	-49.63	86.94	-40.14	130.49	47.65	7.24	0.00	-30.51	-46.17	-41.10	46.31	-64.61	6.73	0.00	42.84	22.83	-49.42	92.61	18.23	8.45	0.00	58.19	26.63	-60.84	121.20	5.03	11.21	0.00	72.67	27.78	-70.30	75.63	24.13	0.84	0.00	79.54	26.95	-84.83	-88.44	-3.52	3.22	0.00	84.08	27.94	-94.67	81.13	0.34	0.29	0.00	97.22	29.36	-59.60	102.53	9.92	4.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.24	-9.58	87.33	0.30	7.31	0.00	-49.63	86.94	-40.14	130.49	47.65	7.48	0.00	-30.51	-46.17	-41.10	46.31	-64.61	6.07	0.00	42.91	22.80	-49.42	92.76	18.35	8.50	0.00	58.19	26.69	-60.95	121.39	5.06	11.16	0.00	72.63	27.86	-70.33	75.90	24.02	1.55	0.00	79.48	26.90	-84.80	-88.44	-3.54	3.54	0.00	84.18	27.94	-94.60	81.12	0.31	0.27	0.00	97.21	29.39	-59.60	102.52	9.95	4.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.86	28.24	-9.58	87.33	0.30	7.60	0.00	-49.62	86.94	-40.14	130.48	47.64	6.77	0.00	-30.52	-46.17	-41.10	46.32	-64.61	5.99	0.00	42.94	22.77	-49.42	92.93	18.47	8.40	0.00	58.22	26.69	-60.93	121.58	5.10	10.22	0.00	72.57	27.94	-70.34	76.18	23.88	0.64	0.00	79.49	26.88	-84.78	-88.43	-3.55	3.07	0.00	84.23	27.98	-94.58	81.14	0.30	0.54	0.00	97.18	29.41	-59.60	102.51	9.99	5.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.86	28.24	-9.58	87.33	0.30	6.89	0.00	-49.62	86.93	-40.13	130.48	47.64	7.30	0.00	-30.52	-46.17	-41.11	46.32	-64.60	6.28	0.00	42.96	22.74	-49.38	93.10	18.59	8.78	0.00	58.29	26.67	-60.87	121.76	5.14	9.88	0.00	72.54	27.99	-70.32	76.50	23.72	1.20	0.00	79.55	26.92	-84.80	-88.41	-3.52	3.27	0.00	84.20	28.01	-94.62	81.17	0.31	0.14	0.00	97.15	29.40	-59.63	102.44	10.03	4.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.86	28.25	-9.58	87.34	0.30	7.56	0.00	-49.61	86.93	-40.13	130.48	47.64	7.21	0.00	-30.52	-46.17	-41.11	46.32	-64.60	6.01	0.00	43.02	22.71	-49.33	93.27	18.65	8.46	0.00	58.37	26.67	-60.88	121.95	5.19	10.82	0.00	72.57	28.02	-70.29	76.84	23.58	1.40	0.00	79.63	26.96	-84.81	-88.39	-3.49	3.13	0.00	84.18	28.00	-94.64	81.19	0.32	0.33	0.00	97.17	29.38	-59.68	102.33	10.06	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.86	28.25	-9.58	87.34	0.29	8.28	0.00	-49.61	86.92	-40.13	130.48	47.64	7.15	0.00	-30.53	-46.17	-41.11	46.32	-64.60	5.91	0.00	43.12	22.68	-49.27	93.44	18.67	9.29	0.00	58.42	26.71	-60.93	122.13	5.29	10.02	0.00	72.60	28.06	-70.27	77.18	23.52	0.51	0.00	79.69	26.96	-84.78	-88.38	-3.47	3.34	0.00	84.22	27.98	-94.61	81.20	0.33	0.66	0.00	97.24	29.38	-59.80	102.18	10.07	5.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.25	-9.57	87.34	0.29	8.20	0.00	-49.61	86.92	-40.13	130.48	47.63	6.98	0.00	-30.53	-46.17	-41.11	46.32	-64.59	5.96	0.00	43.19	22.66	-49.26	93.62	18.69	7.81	0.00	58.42	26.75	-60.98	122.29	5.47	10.13	0.00	72.58	28.11	-70.29	77.50	23.48	0.95	0.00	79.69	26.93	-84.74	-88.38	-3.47	4.10	0.00	84.30	27.97	-94.56	81.20	0.32	0.46	0.00	97.28	29.39	-59.93	102.00	10.06	3.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.87	28.25	-9.57	87.34	0.29	7.13	0.00	-49.61	86.92	-40.13	130.48	47.63	6.62	0.00	-30.53	-46.17	-41.11	46.32	-64.59	5.61	0.00	43.20	22.62	-49.26	93.81	18.75	8.81	0.00	58.42	26.76	-60.98	122.40	5.70	9.75	0.00	72.48	28.17	-70.34	77.81	23.40	0.61	0.00	79.62	26.91	-84.75	-88.39	-3.48	3.07	0.00	84.33	28.00	-94.56	81.22	0.33	0.27	0.00	97.25	29.37	-60.00	101.80	10.06	3.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.88	28.25	-9.57	87.34	0.28	6.58	0.00	-49.61	86.92	-40.13	130.47	47.63	7.17	0.00	-30.54	-46.17	-41.11	46.32	-64.59	6.39	0.00	43.21	22.59	-49.24	94.01	18.81	8.68	0.00	58.45	26.73	-60.97	122.46	5.95	8.53	0.00	72.39	28.23	-70.36	78.13	23.23	0.81	0.00	79.53	26.92	-84.80	-88.39	-3.49	2.59	0.00	84.30	28.02	-94.59	81.25	0.34	0.54	0.00	97.17	29.31	-59.99	101.58	10.07	4.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.89	28.25	-9.56	87.34	0.28	8.06	0.00	-49.62	86.92	-40.14	130.47	47.63	6.94	0.00	-30.54	-46.17	-41.11	46.32	-64.59	5.95	0.00	43.29	22.58	-49.20	94.21	18.84	8.86	0.00	58.50	26.70	-60.97	122.50	6.20	9.54	0.00	72.39	28.28	-70.36	78.45	22.96	0.57	0.00	79.49	26.93	-84.84	-88.37	-3.50	2.96	0.00	84.26	28.00	-94.61	81.29	0.36	0.26	0.00	97.14	29.27	-59.99	101.38	10.07	4.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.90	28.25	-9.56	87.35	0.27	7.27	0.00	-49.62	86.92	-40.14	130.47	47.64	7.13	0.00	-30.54	-46.17	-41.11	46.32	-64.59	5.16	0.00	43.41	22.60	-49.17	94.38	18.83	8.85	0.00	58.56	26.68	-60.99	122.52	6.44	9.04	0.00	72.48	28.32	-70.36	78.80	22.61	0.84	0.00	79.53	26.94	-84.85	-88.35	-3.49	2.05	0.00	84.27	27.99	-94.60	81.31	0.39	0.62	0.00	97.17	29.28	-60.07	101.20	10.08	5.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.91	28.25	-9.56	87.35	0.27	8.66	0.00	-49.63	86.92	-40.14	130.47	47.64	7.01	0.00	-30.55	-46.17	-41.11	46.33	-64.58	6.18	0.00	43.47	22.62	-49.17	94.52	18.85	8.45	0.00	58.62	26.67	-61.00	122.57	6.69	9.98	0.00	72.54	28.37	-70.38	79.20	22.21	1.12	0.00	79.57	26.94	-84.84	-88.33	-3.47	3.78	0.00	84.29	28.00	-94.58	81.34	0.43	0.42	0.00	97.20	29.32	-60.22	101.05	10.10	4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
